index,equity
1180,10803.056198166638
1181,10803.056198166638
1182,10803.056198166638
1183,10834.565996940008
1184,10834.565996940008
1185,10834.565996940008
1186,10834.565996940008
1187,10834.565996940008
1188,10834.565996940008
1189,10834.565996940008
1190,10834.565996940008
1191,10834.565996940008
1192,10834.565996940008
1193,10834.565996940008
1194,10834.565996940008
1195,10834.565996940008
1196,10834.565996940008
1197,10834.565996940008
1198,10834.565996940008
1199,10834.565996940008
1200,10834.565996940008
1201,10834.565996940008
1202,10834.565996940008
1203,10834.565996940008
1204,10834.565996940008
1205,10834.565996940008
1206,10834.565996940008
1207,10834.565996940008
1208,10834.565996940008
1209,10834.565996940008
1210,10834.565996940008
1211,10834.565996940008
1212,10834.565996940008
1213,10834.565996940008
1214,10834.565996940008
1215,10834.565996940008
1216,10834.565996940008
1217,10834.565996940008
1218,10834.565996940008
1219,10834.565996940008
1220,10834.565996940008
1221,10834.565996940008
1222,10834.565996940008
1223,10834.565996940008
1224,10834.565996940008
1225,10866.956200512099
1226,10866.956200512099
1227,10866.956200512099
1228,10866.956200512099
1229,10866.956200512099
1230,10866.956200512099
1231,10866.956200512099
1232,10866.956200512099
1233,10866.956200512099
1234,10866.956200512099
1235,10866.956200512099
1236,10866.956200512099
1237,10866.956200512099
1238,10866.956200512099
1239,10866.956200512099
1240,10866.956200512099
1241,10866.956200512099
1242,10866.956200512099
1243,10866.956200512099
1244,10866.956200512099
1245,10866.956200512099
1246,10866.956200512099
1247,10866.956200512099
1248,10866.956200512099
1249,10866.956200512099
1250,10866.956200512099
1251,10866.956200512099
1252,10866.956200512099
1253,10866.956200512099
1254,10866.956200512099
1255,10866.956200512099
1256,10866.956200512099
1257,10900.722458056734
1258,10900.722458056734
1259,10900.722458056734
1260,10900.722458056734
1261,10900.722458056734
1262,10900.722458056734
1263,10900.722458056734
1264,10900.722458056734
1265,10900.722458056734
1266,10900.722458056734
1267,10900.722458056734
1268,10900.722458056734
1269,10900.722458056734
1270,10900.722458056734
1271,10900.722458056734
1272,10900.722458056734
1273,10900.722458056734
1274,10900.722458056734
1275,10900.722458056734
1276,10900.722458056734
1277,10900.722458056734
1278,10900.722458056734
1279,10900.722458056734
1280,10900.722458056734
1281,10900.722458056734
1282,10900.722458056734
1283,10900.722458056734
1284,10900.722458056734
1285,10900.722458056734
1286,10900.722458056734
1287,10900.722458056734
1288,10900.722458056734
